Law,Index,LawName,CleanLaw
"
 (2) Yetkili bir merciden verilip, yerine getirilmesi görev gereği zorunlu olan bir emri uygulayan sorumlu olmaz",24,Madde 24, yetkili merciden verilip getirilmesi görev gereği zorunlu emri uygulayan sorumlu olmaz
"
 8971
 (3) Konusu suç teşkil eden emir hiçbir surette yerine getirilemez",24,Madde 24, konusu suç teşkil emir surette getirilemez
" Aksi takdirde yerine getiren ile emri veren sorumlu
 olur",24,Madde 24, aksi takdirde getiren emri veren sorumlu
"
 (4) Emrin, hukuka uygunluğunun denetlenmesinin kanun tarafından engellendiği hallerde, yerine getirilmesinden
 emri veren sorumlu olur",24,Madde 24, emrin hukuka uygunluğunun denetlenmesinin kanun engellendiği hallerde getirilmesinden emri veren sorumlu
"
 Meşru savunma ve zorunluluk hali
 Madde 25- (1) Gerek kendisine ve gerek başkasına ait bir hakka yönelmiş, gerçekleşen, gerçekleşmesi veya tekrarı
 muhakkak olan haksız bir saldırıyı o anda hal ve koşullara göre saldırı ile orantılı biçimde defetmek zorunluluğu ile işlenen
 fiillerden dolayı faile ceza verilmez",25,Madde 25, meşru savunma zorunluluk hali madde hakka yönelmiş gerçekleşen gerçekleşmesi tekrarı muhakkak haksız saldırıyı anda hal koşullara saldırı orantılı biçimde defetmek zorunluluğu işlenen fiillerden faile ceza verilmez
"
 (2) Gerek kendisine gerek başkasına ait bir hakka yönelik olup, bilerek neden olmadığı ve başka suretle korunmak
 olanağı bulunmayan ağır ve muhakkak bir tehlikeden kurtulmak veya başkasını kurtarmak zorunluluğu ile ve tehlikenin
 ağırlığı ile konu ve kullanılan vasıta arasında orantı bulunmak koşulu ile işlenen fiillerden dolayı faile ceza verilmez",25,Madde 25, hakka yönelik bilerek olmadığı suretle korunmak olanağı bulunmayan ağır muhakkak tehlikeden kurtulmak kurtarmak zorunluluğu tehlikenin ağırlığı konu kullanılan vasıta arasında orantı bulunmak koşulu işlenen fiillerden faile ceza verilmez
"
 Hakkın kullanılması ve ilgilinin rızası
 Madde 26- (1) Hakkını kullanan kimseye ceza verilmez",26,Madde 26, hakkın kullanılması ilgilinin rızası madde hakkını kullanan kimseye ceza verilmez
"
 (2) Kişinin üzerinde mutlak surette tasarruf edebileceği bir hakkına ilişkin olmak üzere, açıkladığı rızası çerçevesinde
 işlenen fiilden dolayı kimseye ceza verilmez",26,Madde 26, kişinin üzerinde mutlak surette tasarruf edebileceği hakkına ilişkin açıkladığı rızası çerçevesinde işlenen fiilden kimseye ceza verilmez
"
 Sınırın aşılması
  Madde 27- (1) Ceza sorumluluğunu kaldıran nedenlerde sınırın kast olmaksızın aşılması halinde, fiil taksirle
 işlendiğinde de cezalandırılıyorsa, taksirli suç için kanunda yazılı cezanın altıda birinden üçte birine kadarı indirilerek
 hükmolunur",27,Madde 27, sınırın aşılması madde ceza sorumluluğunu kaldıran nedenlerde sınırın kast olmaksızın aşılması halinde fiil taksirle işlendiğinde cezalandırılıyorsa taksirli suç kanunda yazılı cezanın altıda üçte kadarı indirilerek hükmolunur
"
 (2) Meşru savunmada sınırın aşılması mazur görülebilecek bir heyecan, korku veya telaştan ileri gelmiş ise faile ceza
 verilmez",27,Madde 27, meşru savunmada sınırın aşılması mazur görülebilecek heyecan korku telaştan ileri gelmiş faile ceza verilmez
"
 Cebir ve şiddet, korkutma ve tehdit
 Madde 28- (1) Karşı koyamayacağı veya kurtulamayacağı cebir ve şiddet veya muhakkak ve ağır bir korkutma veya
 tehdit sonucu suç işleyen kimseye ceza verilmez",28,Madde 28, cebir şiddet korkutma tehdit madde karşı koyamayacağı kurtulamayacağı cebir şiddet muhakkak ağır korkutma tehdit sonucu suç işleyen kimseye ceza verilmez
" Bu gibi hallerde cebir ve şiddet, korkutma ve tehdidi kullanan kişi suçun
 faili sayılır",28,Madde 28, hallerde cebir şiddet korkutma tehdidi kullanan kişi suçun faili sayılır
"
 Haksız tahrik
 Madde 29- (1) Haksız bir fiilin meydana getirdiği hiddet veya şiddetli elemin etkisi altında suç işleyen kimseye,
 ağırlaştırılmış müebbet hapis cezası yerine onsekiz yıldan yirmidört yıla ve müebbet hapis cezası yerine oniki yıldan onsekiz
 yıla kadar hapis cezası verilir",29,Madde 29, haksız tahrik madde haksız fiilin meydana getirdiği hiddet şiddetli elemin etkisi altında suç işleyen kimseye ağırlaştırılmış müebbet hapis cezası onsekiz yıldan yirmidört yıla müebbet hapis cezası oniki yıldan onsekiz yıla hapis cezası verilir
[' Diğer hallerde verilecek cezanın dörtte birinden dörtte üçüne kadarı indirilir'],29,Madde 29, hallerde verilecek cezanın dörtte dörtte üçüne kadarı indirilir
"
 Hata
 Madde 30- (1) Fiilin icrası sırasında suçun kanuni tanımındaki maddi unsurları bilmeyen bir kimse, kasten hareket
 etmiş olmaz",30,Madde 30, hata madde fiilin icrası sırasında suçun kanuni tanımındaki maddi unsurları bilmeyen kasten hareket etmiş olmaz
[' Bu hata dolayısıyla taksirli sorumluluk hali saklıdır'],30,Madde 30, hata taksirli sorumluluk hali saklıdır
"
 (2) Bir suçun daha ağır veya daha az cezayı gerektiren nitelikli hallerinin gerçekleştiği hususunda hataya düşen kişi,
 bu hatasından yararlanır",30,Madde 30, suçun ağır cezayı gerektiren nitelikli hallerinin gerçekleştiği hususunda hataya düşen kişi hatasından yararlanır
"
 (3) Ceza sorumluluğunu kaldıran veya azaltan nedenlere ait koşulların gerçekleştiği hususunda kaçınılmaz bir hataya
 düşen kişi, bu hatasından yararlanır",30,Madde 30, ceza sorumluluğunu kaldıran azaltan nedenlere koşulların gerçekleştiği hususunda kaçınılmaz hataya düşen kişi hatasından yararlanır
"
 (4) (Ek fıkra: 29/6/2005 – 5377/4 md",30,Madde 30, ek fıkra md
") İşlediği fiilin haksızlık oluşturduğu hususunda kaçınılmaz bir hataya düşen
 kişi, cezalandırılmaz",30,Madde 30, işlediği fiilin haksızlık oluşturduğu hususunda kaçınılmaz hataya düşen kişi cezalandırılmaz
"
 Yaş küçüklüğü
 Madde 31- (1) Fiili işlediği sırada oniki yaşını doldurmamış olan çocukların ceza sorumluluğu yoktur",31,Madde 31, yaş küçüklüğü madde fiili işlediği sırada oniki yaşını doldurmamış çocukların ceza sorumluluğu yoktur
" Bu kişiler
 hakkında, ceza kovuşturması yapılamaz; ancak, çocuklara özgü güvenlik tedbirleri uygulanabilir",31,Madde 31, kişiler hakkında ceza kovuşturması yapılamaz çocuklara özgü güvenlik tedbirleri uygulanabilir
"
 8972
 (2) (Değişik: 29/6/2005 – 5377/5 md",31,Madde 31, değişik md
") Fiili işlediği sırada oniki yaşını doldurmuş olup da onbeş yaşını doldurmamış
 olanların işlediği fiilin hukukî anlam ve sonuçlarını algılayamaması veya davranışlarını yönlendirme yeteneğinin yeterince
 gelişmemiş olması hâlinde ceza sorumluluğu yoktur",31,Madde 31, fiili işlediği sırada oniki yaşını doldurmuş onbeş yaşını doldurmamış olanların işlediği fiilin hukukî anlam sonuçlarını algılayamaması davranışlarını yönlendirme yeteneğinin yeterince gelişmemiş hâlinde ceza sorumluluğu yoktur
" Ancak bu kişiler hakkında çocuklara özgü güvenlik tedbirlerine
 hükmolunur",31,Madde 31, kişiler hakkında çocuklara özgü güvenlik tedbirlerine hükmolunur
" İşlediği fiilin hukukî anlam ve sonuçlarını algılama ve bu fiille ilgili olarak davranışlarını yönlendirme
 yeteneğinin varlığı hâlinde, bu kişiler hakkında suç, ağırlaştırılmış müebbet hapis cezasını gerektirdiği takdirde oniki yıldan
 onbeş yıla; müebbet hapis cezasını gerektirdiği takdirde dokuz yıldan onbir yıla kadar hapis cezasına hükmolunur",31,Madde 31, işlediği fiilin hukukî anlam sonuçlarını algılama fiille davranışlarını yönlendirme yeteneğinin varlığı hâlinde kişiler hakkında suç ağırlaştırılmış müebbet hapis cezasını gerektirdiği takdirde oniki yıldan onbeş yıla müebbet hapis cezasını gerektirdiği takdirde yıldan onbir yıla hapis cezasına hükmolunur
" Diğer
 cezaların yarısı indirilir ve bu hâlde her fiil için verilecek hapis cezası yedi yıldan fazla olamaz",31,Madde 31, cezaların yarısı indirilir hâlde fiil verilecek hapis cezası yıldan olamaz
"
 (3) (Değişik: 29/6/2005 – 5377/5 md",31,Madde 31, değişik md
") Fiili işlediği sırada onbeş yaşını doldurmuş olup da onsekiz yaşını
 doldurmamış olan kişiler hakkında suç, ağırlaştırılmış müebbet hapis cezasını gerektirdiği takdirde onsekiz yıldan yirmidört
 yıla; müebbet hapis cezasını gerektirdiği takdirde oniki yıldan onbeş yıla kadar hapis cezasına hükmolunur",31,Madde 31, fiili işlediği sırada onbeş yaşını doldurmuş onsekiz yaşını doldurmamış kişiler hakkında suç ağırlaştırılmış müebbet hapis cezasını gerektirdiği takdirde onsekiz yıldan yirmidört yıla müebbet hapis cezasını gerektirdiği takdirde oniki yıldan onbeş yıla hapis cezasına hükmolunur
" Diğer cezaların
 üçte biri indirilir ve bu hâlde her fiil için verilecek hapis cezası oniki yıldan fazla olamaz",31,Madde 31, cezaların üçte indirilir hâlde fiil verilecek hapis cezası oniki yıldan olamaz
"
 Akıl hastalığı
 Madde 32- (1) Akıl hastalığı nedeniyle, işlediği fiilin hukuki anlam ve sonuçlarını algılayamayan veya bu fiille ilgili
 olarak davranışlarını yönlendirme yeteneği önemli derecede azalmış olan kişiye ceza verilmez",32,Madde 32, akıl hastalığı madde akıl hastalığı işlediği fiilin hukuki anlam sonuçlarını algılayamayan fiille davranışlarını yönlendirme yeteneği önemli derecede azalmış kişiye ceza verilmez
" Ancak, bu kişiler hakkında
 güvenlik tedbirine hükmolunur",32,Madde 32, kişiler hakkında güvenlik tedbirine hükmolunur
"
 (2) Birinci fıkrada yazılı derecede olmamakla birlikte işlediği fiille ilgili olarak davranışlarını yönlendirme yeteneği
 azalmış olan kişiye, ağırlaştırılmış müebbet hapis cezası yerine yirmibeş yıl, müebbet hapis cezası yerine yirmi yıl hapis
 cezası verilir",32,Madde 32, birinci fıkrada yazılı derecede olmamakla işlediği fiille davranışlarını yönlendirme yeteneği azalmış kişiye ağırlaştırılmış müebbet hapis cezası yirmibeş yıl müebbet hapis cezası yıl hapis cezası verilir
"[' Diğer hallerde verilecek ceza, altıda birden fazla olmamak üzere indirilebilir']",32,Madde 32, hallerde verilecek ceza altıda olmamak indirilebilir
" Mahkûm olunan ceza, süresi aynı
 olmak koşuluyla, kısmen veya tamamen, akıl hastalarına özgü güvenlik tedbiri olarak da uygulanabilir",32,Madde 32, mahkûm olunan ceza süresi aynı koşuluyla kısmen akıl hastalarına özgü güvenlik tedbiri uygulanabilir
"
 Sağır ve dilsizlik
 Madde 33- (1) Bu Kanunun, fiili işlediği sırada oniki yaşını doldurmamış olan çocuklara ilişkin hükümleri, onbeş
 yaşını doldurmamış olan sağır ve dilsizler hakkında; oniki yaşını doldurmuş olup da onbeş yaşını doldurmamış olanlara
 ilişkin hükümleri, onbeş yaşını doldurmuş olup da onsekiz yaşını doldurmamış olan sağır ve dilsizler hakkında; onbeş yaşını
 doldurmuş olup da onsekiz yaşını doldurmamış olanlara ilişkin hükümleri, onsekiz yaşını doldurmuş olup da yirmibir yaşını
 doldurmamış olan sağır ve dilsizler hakkında da uygulanır",33,Madde 33, sağır dilsizlik madde kanunun fiili işlediği sırada oniki yaşını doldurmamış çocuklara ilişkin hükümleri onbeş yaşını doldurmamış sağır dilsizler hakkında oniki yaşını doldurmuş onbeş yaşını doldurmamış olanlara ilişkin hükümleri onbeş yaşını doldurmuş onsekiz yaşını doldurmamış sağır dilsizler hakkında onbeş yaşını doldurmuş onsekiz yaşını doldurmamış olanlara ilişkin hükümleri onsekiz yaşını doldurmuş yirmibir yaşını doldurmamış sağır dilsizler hakkında uygulanır
"
 Geçici nedenler, alkol veya uyuşturucu madde etkisinde olma
  Madde 34- (1) Geçici bir nedenle ya da irade dışı alınan alkol veya uyuşturucu madde etkisiyle, işlediği fiilin hukuki
 anlam ve sonuçlarını algılayamayan veya bu fiille ilgili olarak davranışlarını yönlendirme yeteneği önemli derecede azalmış
 olan kişiye ceza verilmez",34,, geçici alkol uyuşturucu madde etkisinde olma madde geçici irade dışı alınan alkol uyuşturucu madde etkisiyle işlediği fiilin hukuki anlam sonuçlarını algılayamayan fiille davranışlarını yönlendirme yeteneği önemli derecede azalmış kişiye ceza verilmez
"
 (2) İradi olarak alınan alkol veya uyuşturucu madde etkisinde suç işleyen kişi hakkında birinci fıkra hükmü
 uygulanmaz",34,, iradi alınan alkol uyuşturucu madde etkisinde suç işleyen kişi hakkında birinci fıkra hükmü uygulanmaz
"
 ÜÇÜNCÜ BÖLÜM
 Suça Teşebbüs
 Suça teşebbüs
 Madde 35- (1) Kişi, işlemeyi kastettiği bir suçu elverişli hareketlerle doğrudan doğruya icraya başlayıp da elinde
 olmayan nedenlerle tamamlayamaz ise teşebbüsten dolayı sorumlu tutulur",35,Madde 35, üçüncü bölüm suça teşebbüs suça teşebbüs madde kişi işlemeyi kastettiği suçu elverişli hareketlerle doğrudan doğruya icraya başlayıp elinde olmayan nedenlerle tamamlayamaz teşebbüsten sorumlu tutulur
"
 8973
 (2) Suça teşebbüs halinde fail, meydana gelen zarar veya tehlikenin ağırlığına göre, ağırlaştırılmış müebbet hapis
 cezası yerine onüç yıldan yirmi yıla kadar, müebbet hapis cezası yerine dokuz yıldan onbeş yıla kadar hapis cezası ile
 cezalandırılır",35,Madde 35, suça teşebbüs halinde fail meydana gelen zarar tehlikenin ağırlığına ağırlaştırılmış müebbet hapis cezası onüç yıldan yıla müebbet hapis cezası yıldan onbeş yıla hapis cezası cezalandırılır
[' Diğer hallerde verilecek cezanın dörtte birinden dörtte üçüne kadarı indirilir'],35,Madde 35, hallerde verilecek cezanın dörtte dörtte üçüne kadarı indirilir
"
 Gönüllü vazgeçme
 Madde 36- (1) Fail, suçun icra hareketlerinden gönüllü vazgeçer veya kendi çabalarıyla suçun tamamlanmasını veya
 neticenin gerçekleşmesini önlerse, teşebbüsten dolayı cezalandırılmaz; fakat tamam olan kısım esasen bir suç oluşturduğu
 takdirde, sadece o suça ait ceza ile cezalandırılır",36,Madde 36, gönüllü vazgeçme madde fail suçun icra hareketlerinden gönüllü vazgeçer çabalarıyla suçun tamamlanmasını neticenin gerçekleşmesini önlerse teşebbüsten cezalandırılmaz kısım suç oluşturduğu takdirde suça ceza cezalandırılır
"
 DÖRDÜNCÜ BÖLÜM
 Suça İştirak
 Faillik
 Madde 37- (1) Suçun kanuni tanımında yer alan fiili birlikte gerçekleştiren kişilerden her biri, fail olarak sorumlu
 olur",37,Madde 37, dördüncü bölüm suça iştirak faillik madde suçun kanuni tanımında yer alan fiili gerçekleştiren kişilerden fail sorumlu
"
 (2) Suçun işlenmesinde bir başkasını araç olarak kullanan kişi de fail olarak sorumlu tutulur",37,Madde 37, suçun işlenmesinde araç kullanan kişi fail sorumlu tutulur
" Kusur yeteneği
 olmayanları suçun işlenmesinde araç olarak kullanan kişinin cezası, üçte birden yarısına kadar artırılır",37,Madde 37, kusur yeteneği olmayanları suçun işlenmesinde araç kullanan kişinin cezası üçte yarısına artırılır
"
 Azmettirme
 Madde 38- (1) Başkasını suç işlemeye azmettiren kişi, işlenen suçun cezası ile cezalandırılır",38,Madde 38, azmettirme madde suç işlemeye azmettiren kişi işlenen suçun cezası cezalandırılır
"
 (2) Üstsoy ve altsoy ilişkisinden doğan nüfuz kullanılmak suretiyle suça azmettirme halinde, azmettirenin cezası üçte
 birden yarısına kadar artırılır",38,Madde 38, üstsoy altsoy ilişkisinden doğan nüfuz kullanılmak suretiyle suça azmettirme halinde azmettirenin cezası üçte yarısına artırılır
" Çocukların suça azmettirilmesi halinde, bu fıkra hükmüne göre cezanın artırılabilmesi için
 üstsoy ve altsoy ilişkisinin varlığı aranmaz",38,Madde 38, çocukların suça azmettirilmesi halinde fıkra hükmüne cezanın artırılabilmesi üstsoy altsoy ilişkisinin varlığı aranmaz
"
 (3) Azmettirenin belli olmaması halinde, kim olduğunun ortaya çıkmasını sağlayan fail veya diğer suç ortağı hakkında
 ağırlaştırılmış müebbet hapis cezası yerine yirmi yıldan yirmibeş yıla kadar, müebbet hapis cezası yerine onbeş yıldan yirmi
 yıla kadar hapis cezasına hükmolunabilir",38,Madde 38, azmettirenin belli olmaması halinde olduğunun ortaya çıkmasını sağlayan fail suç ortağı hakkında ağırlaştırılmış müebbet hapis cezası yıldan yirmibeş yıla müebbet hapis cezası onbeş yıldan yıla hapis cezasına hükmolunabilir
